UWI,lifetime_start,lifetime_end,FAILSTART,FAILURETYPE,H2S_CONCENTRATION,StrokeLength,gas_anchor_length,MAX_INCLINATION,wellbore_category,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,AVG_WATERSG,rod_sinker_type,rod_has_guides,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,ENDURALLOY_LENGTH,NIPPLE_SET_DEPTH,pump_bore
433-14-8266,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.5,2.27,Vertical,,0,18.571429,0,61.525518,5.573078,67.123328,,SLICK_SINKER_BARS,FALSE,,,,0,8580.3,1.5
540-95-4691,00:00.0,31:00.0,00:00.0,Tubing,0,144.0399933,2.96,1.39,Vertical,66.012621,91.354236,141.376875,47.897172,60.442857,29.296429,89.739286,1.04,SUCKER_RODS_W_GUIDES,FALSE,89.74,89.74,89.74,193.48,9631.4,1.75
595-18-1894,00:00.0,00:00.0,10:00.0,Tubing,0,144,19.25,1.77,Vertical,69.487396,117.228289,237.01474,117.676633,176.785714,108.984694,285.770408,1.2,SLICK_SINKER_BARS,FALSE,51.79,44.51,51.79,0,10403,1.75
417-31-3099,00:00.0,00:00.0,00:00.0,Tubing,0,144,17.25,1.6,Vertical,37.539981,61.729377,116.569867,62.606905,53.36772,14.688852,68.056572,1.04,SLICK_SINKER_BARS,FALSE,47.16,47.16,47.16,0,10280.2,1.75
540-51-3641,00:00.0,47:00.0,00:00.0,Sucker Rod Pump,0,144,19.3,2.08,Vertical,,43.493304,117.451563,73.958259,75.432545,16.869598,92.302143,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9787.5,1.5
254-30-5629,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.76,0.55,Vertical,,56.095294,139.829608,83.734314,71.371699,71.863987,143.235686,,SINKER_BARS_W_GUIDED_SUBS,TRUE,19.42,7.23,19.42,0,10157.5,1.5
284-95-8383,15:00.0,00:00.0,06:00.0,Sucker Rod Pump,0,144,17.29,3.85,Vertical,65.2543,79.313502,186.126926,105.791074,110.271812,28.751678,139.02349,,SUCKER_RODS_W_GUIDES,FALSE,129.95,129.95,129.95,188.89,9620.8,1.5
542-76-0741,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.9,1.6,Vertical,,13.293274,13.071227,-0.222047,38.150307,3.29283,41.449864,,SLICK_SINKER_BARS,FALSE,0,0,0,0,8899.9,1.25
261-99-5737,00:00.0,00:00.0,,,0,144,17.04,6.31,LowTangent,58.551333,70.916965,77.903755,6.693728,149.106637,16.266329,165.372966,1.04,SLICK_SINKER_BARS,TRUE,290.04,290.04,287.34,0,9654.1,1.75
128-50-2892,00:00.0,37:11.3,,,2.5,144.0399933,17.17,5.28,LowTangent,59.481468,74.685731,84.109366,15.403059,94.056783,17.157094,111.213877,1.099379,SLICK_SINKER_BARS,FALSE,219.99,219.99,219.99,0,9832.4,1.75
165-51-5897,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.75,2.1,Vertical,,0.165,12.82,12.655,0,0,0,,UNKNOWN,FALSE,,,,0,10401.9,Other
115-32-3384,30:00.0,00:00.0,00:00.0,Tubing,0,144,17.13,5.78,LowTangent,59.586533,68.925249,110.016872,41.091622,115.540827,30.745493,146.28632,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9603.9,1.75
819-66-3397,00:00.0,15:00.0,00:00.0,Tubing,0,144,0,2.01,Vertical,68.488075,115.781892,162.663873,48.132164,170.223787,69.026604,239.250391,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,10384,1.75
193-99-8311,00:00.0,45:00.0,00:00.0,Tubing,0,169.3999939,17.13,8.05,LowTangent,69.285178,72.549419,124.547082,51.810194,152.955426,59.715116,212.670543,1.04,SLICK_SINKER_BARS,FALSE,197.69,197.69,197.69,0,10002.3,1.75
038-74-2448,00:00.0,37:11.3,,,0,144.1999969,17.13,2.16,Vertical,68.250526,76.308158,76.435819,0.127661,38.848567,45.105965,83.954532,1.19,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,423.5,8963.9,1.5
649-34-1256,00:00.0,00:00.0,,,0,144,40.58,1.89,LowTangent,,0,0,0,88.056182,8.888991,96.276065,,SLICK_SINKER_BARS,FALSE,,,,0,,1.75
486-71-8999,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.05,1.05,Vertical,,822.867257,828.014749,5.147493,221.40413,70.764012,292.168142,,SLICK_SINKER_BARS,FALSE,,,,0,9818.4,1.5
853-24-9157,30:00.0,37:11.3,,,0,144,17.07,3.03,Vertical,67.534522,73.134299,116.63271,41.368522,62.761304,66.231913,128.993217,1.04,UNKNOWN,FALSE,307.27,63.08,307.27,253.36,10430.5,1.75
724-82-6838,00:00.0,15:00.0,00:00.0,Tubing,0,169.4299927,17.16,3.97,Vertical,65.454122,108.198832,223.400767,115.43703,123.617169,65.060325,188.677494,1.04,SLICK_SINKER_BARS,TRUE,146.18,146.18,80.31,0,9619.6,1.75
684-70-8661,00:00.0,00:00.0,,,0,144,19.27,1.2,Vertical,,64.093198,79.192613,15.099414,64.796411,19.59485,84.391261,1.2,SLICK_SINKER_BARS,FALSE,71.75,71.75,71.75,0,9960.7,1.5
321-95-4889,00:00.0,30:00.0,00:00.0,Tubing,0,168.0200043,17.18,6.88,LowTangent,92.200721,236.831545,164.051273,-72.351867,119.373134,196.053731,315.426866,1.04,SUCKER_RODS_W_GUIDES,FALSE,292.27,292.27,292.27,0,9010.9,2
708-57-6195,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.75,1.9,Vertical,,59.657832,96.212691,36.554859,36.000858,6.318821,42.335154,,SLICK_SINKER_BARS,FALSE,152.69,89.34,152.69,0,10468.9,1.5
255-56-7105,30:00.0,37:11.3,,,0,151.9767692,19.74,7.52,LowTangent,65.412738,154.498313,118.735301,-34.912118,142.792708,91.559375,234.352083,,UNKNOWN,TRUE,,,,259.64,9582.4,2
453-45-1885,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.75,1.14,Vertical,,110.909091,98.076923,-13.461538,74.826545,13.237091,88.063636,,SLICK_SINKER_BARS,FALSE,,,,0,9753,1.5
890-43-3319,00:00.0,00:00.0,59:00.0,Rods,0,168.0399933,17.14,7.65,LowTangent,69.753927,117.598968,75.272379,-42.102947,83.482046,99.465561,182.947607,1.04,SLICK_SINKER_BARS,TRUE,201.67,48.68,139.97,190.23,9978.3,1.75
011-89-6677,00:00.0,00:00.0,00:00.0,Tubing,0,144,17.13,14.17,HighTangent,62.488233,92.118189,139.838212,58.638256,127.342163,37.92053,165.262693,1.04,SLICK_SINKER_BARS,FALSE,266.72,266.72,266.72,0,10196.4,1.75
798-74-2429,00:00.0,37:11.3,,,0,144.1994881,19.25,5.38,LowTangent,60.694709,111.70303,56.31118,-53.337063,75.471667,58.681923,134.15359,1.04,SLICK_SINKER_BARS,TRUE,301.06,295.03,78.88,0,10090.8,1.5
362-24-4506,44:00.0,37:11.3,,,0,144,0,5.1,LowTangent,60.349448,144.357956,161.433204,17.075248,122.333887,79.888635,202.222522,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9894.2,1.75
099-05-1049,00:00.0,30:00.0,,,0,169.4299927,17.13,4.73,LowTangent,65.679467,96.715321,121.1772,24.406409,87.853502,75.079589,162.933092,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,256.47,256.47,256.47,194.58,10269.7,1.75
768-33-0403,00:00.0,37:11.3,,,0,144.0500031,17.12,2.23,Vertical,66.661905,114.459762,164.885,48.332558,75.434884,69.387209,144.822093,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,9358.5,1.75
467-59-0338,30:00.0,00:00.0,57:00.0,Sucker Rod Pump,0,144.0399933,3,1.16,Vertical,53.462119,133.124936,44.125508,-80.506118,52.09042,51.342479,103.432899,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,104.3,104.3,104.3,126.18,9513.9,1.75
632-15-3189,21:00.0,00:00.0,43:00.0,Sucker Rod Pump,0,144,17.2,,Vertical,,113.621777,172.238164,65.704871,109.325935,25.429907,134.755841,1.04,SLICK_SINKER_BARS,FALSE,335.07,335.07,335.07,0,9948.6,1.75
451-64-3037,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.6,9.04,LowTangent,,0,0,0,36.010612,5.916429,41.927041,,SLICK_SINKER_BARS,FALSE,,,,0,8432.6,1.25
768-33-0403,00:00.0,00:00.0,30:00.0,Sucker Rod Pump,0,144.1999969,20.75,2.23,Vertical,,77.711145,98.350489,20.639344,84.767783,22.644128,107.355161,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9893.8,1.5
363-06-6891,00:00.0,00:00.0,38:00.0,Sucker Rod Pump,0,144,17.15,2.55,Vertical,49.761055,59.130546,70.495,22.983716,33.454312,41.580688,75.035,1.19,SUCKER_RODS_W_GUIDES,FALSE,77.82,72.5,77.82,190.65,10413.8,1.5
859-66-6410,00:00.0,00:00.0,31:00.0,Tubing,0,144,24.65,3.5,Vertical,,84.301804,161.410567,77.108763,112.835677,42.505747,155.273776,,SLICK_SINKER_BARS,FALSE,,,,0,10649.6,1.5
612-47-4469,00:00.0,37:11.3,,,0,112,20.74,2.4,Vertical,50.123507,46.326644,45.394784,-0.93186,9.987534,1.856481,11.844568,1.2,SLICK_SINKER_BARS,FALSE,67.64,67.64,67.64,0,9119.2,1.25
876-79-2755,00:00.0,37:11.3,,,0,168.0200043,3,3.25,Vertical,60.885451,165.260736,7.971488,-157.289247,136.953639,82.216077,219.169716,1.04,UNKNOWN,TRUE,192.39,192.39,132.79,0,9262.3,2
550-53-4193,00:00.0,30:00.0,00:00.0,Tubing,0,144,17.11,1.43,Vertical,63.132085,80.878563,112.404359,31.650932,184.147516,52.659938,236.807453,1.04,SLICK_SINKER_BARS,FALSE,153.11,153.11,153.11,0,9989.2,1.75
588-65-7326,00:00.0,45:00.0,27:00.0,Rods,0,144,19.36,3.47,Vertical,,115.715116,83.593023,-32.122093,91.881579,29.949561,121.83114,1.04,SLICK_SINKER_BARS,FALSE,209.46,138.25,209.46,0,10499.8,1.75
658-42-4242,00:00.0,00:00.0,27:00.0,Tubing,0,169.3999939,17.1,1.93,Vertical,54.618035,82.361007,112.691655,31.747178,103.101045,52.170732,155.271777,1.04,SLICK_SINKER_BARS,FALSE,158.35,158.35,158.35,0,10060.4,1.75
707-62-1895,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.72,3.9,Vertical,,123.126678,305.272976,182.146298,102.236551,32.096505,134.183902,,SLICK_SINKER_BARS,FALSE,403.53,403.53,403.53,0,10033.7,1.5
434-95-8061,00:00.0,30:00.0,00:00.0,Sucker Rod Pump,9,168.2599945,2.95,10.64,HighTangent,78.161913,300.519565,83.293217,-216.285974,165.270087,175.842944,341.11303,1.092105,SLICK_SINKER_BARS,TRUE,196.11,196.11,137.12,0,9958.9,1.75
673-60-0509,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.24,1.92,Vertical,,79.958333,104.455882,24.497549,87.438725,29.203431,116.642157,1.2,SLICK_SINKER_BARS,FALSE,,,,0,10449.9,1.5
165-35-2102,30:00.0,30:00.0,00:00.0,Rods,0,144,19.26,1.9,Vertical,96.690448,100.982152,144.986009,44.602545,64.294643,26.299107,90.59375,1.04,SUCKER_RODS_W_GUIDES,FALSE,873.45,873.45,873.45,126.95,10213.5,1.75
853-24-9157,30:00.0,00:00.0,00:00.0,Sucker Rod Pump,1,144,17.07,3.03,Vertical,46.641514,162.995,112.049421,-50.664188,44.383147,40.01736,84.400508,1.04,SUCKER_RODS_W_GUIDES,FALSE,167.94,39.16,167.94,253.36,10430.5,1.5
583-37-4276,00:00.0,37:11.3,,,0,144,17.14,4.75,LowTangent,62.657901,88.679526,67.283591,-22.913973,62.745147,38.144786,100.889932,1.19,SLICK_SINKER_BARS,FALSE,,,,0,10346.8,1.75
887-29-8974,00:00.0,00:00.0,46:00.0,Sucker Rod Pump,0,144,17.07,14.37,HighTangent,2.8,265.348235,233.826667,-31.521569,287.294118,74.039216,361.333333,1.04,SLICK_SINKER_BARS,FALSE,300.2,300.2,300.2,0,10108.8,1.75
413-40-3057,45:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,169.4299927,19.43,2.1,Vertical,45.725,56.074186,60.715547,5.913053,60.816794,22.351145,83.167939,,SLICK_SINKER_BARS,FALSE,151.29,129.92,151.29,0,10006.2,1.75
639-91-8934,00:00.0,30:00.0,00:00.0,Rods,0,144,19.22,1.6,Vertical,57.267951,76.601803,81.852716,4.744385,28.282675,12.677812,40.960486,,SLICK_SINKER_BARS,FALSE,197.66,197.66,197.66,0,9880.7,1.75
898-24-1651,49:00.0,30:00.0,21:00.0,Tubing,0,169.4297737,20.73,8.15,LowTangent,84.316961,109.763633,150.561942,40.892544,105.30742,141.865724,247.173145,,SLICK_SINKER_BARS,TRUE,298.08,298.08,176.86,481.08,8975,1.75
219-24-3610,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.24,1.15,Vertical,57.845308,77.901134,85.755213,14.329336,106.691943,51.251185,157.943128,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,63.9,38.95,63.9,0,9686.6,1.5
525-52-8219,00:00.0,00:00.0,59:00.0,Tubing,0,144.1999969,19.11,1.5,Vertical,,87.993007,90.384615,2.391608,79.111888,70.895105,150.006993,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,10511.8,1.5
715-33-4083,00:00.0,00:00.0,,,0,144,17.51,2.99,Vertical,,60.134943,89.716475,29.581533,73.984674,35.773946,109.758621,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10284,1.5
268-40-1175,30:00.0,37:11.3,,,0,130.8300018,19.27,1.94,Vertical,44.8175,25.702943,44.822595,19.010189,8.403785,2.648833,11.052618,1.2,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,9197.3,1.25
273-75-6051,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,169.8200073,17.13,5.89,LowTangent,33.831433,63.134632,111.407267,147.403259,14.085443,13.148734,27.234177,,SLICK_SINKER_BARS,TRUE,201.31,201.31,201.31,0,10016.8,1.75
237-05-0562,00:00.0,58:00.0,28:00.0,Tubing,0,144.0397479,17.12,2.7,Vertical,,86.831169,93.545455,6.714286,55.130952,61.809524,116.940476,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,9732.1,1.5
444-33-0650,00:00.0,30:00.0,00:00.0,Tubing,1,145.5,19.29,1.37,Vertical,58.569,45.73,75.211899,27.447654,70.07309,15.089701,85.162791,1.04,SUCKER_RODS_W_GUIDES,FALSE,70.6,70.6,70.6,115.84,9563.5,1.5
767-04-9488,00:00.0,56:00.0,00:00.0,Sucker Rod Pump,0,144,17.13,1.94,Vertical,71.09973,107.597701,141.73938,34.141679,205.938849,42.055755,247.994604,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9597.3,1.75
698-55-8091,00:00.0,37:11.3,,,0,168.0200043,17.14,6.27,LowTangent,62.332683,80.965808,148.573548,67.60774,60.529681,29.551168,90.080849,1.04,SUCKER_RODS_W_GUIDES,TRUE,271.13,271.13,101.74,0,10021.4,1.75
154-19-4786,19:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,2.93,3.5,Vertical,,107.994931,106.144121,-1.85081,85.584483,32.322517,117.907,1.04,SLICK_SINKER_BARS,FALSE,125.26,125.26,125.26,0,10287.4,1.5
545-98-9607,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.74,1.5,Vertical,,26.790323,40.694082,0.899194,18.797684,2.944223,21.750604,,SLICK_SINKER_BARS,FALSE,113.36,113.36,113.36,0,8435.5,1.25
876-29-8220,30:00.0,37:11.3,09:00.0,Sucker Rod Pump,0,144.1999969,17.09,6.21,LowTangent,59.002188,67.292749,65.284485,-2.193204,34.560955,18.771582,53.332537,1.04,SLICK_SINKER_BARS,TRUE,175.18,115.14,153.81,0,9862.6,1.75
380-58-1316,00:00.0,45:00.0,11:00.0,Sucker Rod Pump,2,168.2599945,20.71,36.37,OffLease,59.886738,88.234167,59.998632,-28.221794,30.349711,37.137758,67.487469,1.04,SUCKER_RODS_W_GUIDES,TRUE,308.75,303.67,127.47,256.32,11996.3,1.75
616-89-5624,00:00.0,00:00.0,,,0,144,17.14,4.69,LowTangent,87.352446,400.072094,409.688549,8.732035,223.068493,99.279843,322.348337,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10362,1.75
253-17-4559,45:00.0,00:00.0,14:00.0,Tubing,0,153.4556177,20.45,9.71,LowTangent,,102.01005,183.537688,81.527638,141.447236,52.030151,193.477387,1.04,SLICK_SINKER_BARS,TRUE,,,,0,,Other
069-03-2427,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.77,1.33,Vertical,,66.372951,63.82377,-2.54918,69.889973,26.335328,96.236703,,SLICK_SINKER_BARS,FALSE,,,,0,9932,1.5
736-66-0268,00:00.0,37:11.3,,,0,169.4299927,17.35,6.15,LowTangent,71.551402,73.4553,102.730394,28.810487,78.833215,62.229682,141.062897,1.19,SUCKER_RODS_W_GUIDES,TRUE,286.57,286.57,198.34,0,9499.6,1.75
628-07-9398,00:00.0,00:00.0,32:00.0,Tubing,0,144,0,11.06,HighTangent,65.149895,119.431084,66.196551,-50.207456,104.219512,60.25784,164.477352,1.04,SLICK_SINKER_BARS,FALSE,492.13,253.89,492.13,0,10392,1.5
444-72-5144,00:00.0,00:00.0,,,0,169.3999939,19.24,2.65,Vertical,57.187051,61.897313,71.654755,9.757442,34.370266,26.336606,60.706872,1.2,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,10378,1.5
667-79-0832,00:00.0,37:11.3,,,0,144,19.29,11.2,HighTangent,60.890244,88.728842,100.838725,12.109883,83.321712,32.707867,116.029579,1.2,SINKER_BARS_W_GUIDED_SUBS,TRUE,90.45,57.61,90.45,0,10151.2,1.5
428-61-2922,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.46,1.46,Vertical,,45.29661,62.316062,8.544794,63.013875,3.381145,66.401995,,SLICK_SINKER_BARS,FALSE,,,,0,8779.8,1.5
359-94-4813,45:00.0,37:11.3,,,0,0,19.84,9.95,LowTangent,9.192593,13.46,108.435,-2.241944,0,0,0,,UNKNOWN,TRUE,,,,0,9004.2,2
658-42-4242,00:00.0,00:00.0,22:00.0,Tubing,0,169.3999939,17.1,1.93,Vertical,52.157229,86.618322,91.82632,14.497715,127.988131,55.267062,183.255193,1.04,SLICK_SINKER_BARS,FALSE,172.64,172.64,172.64,0,10060.4,1.75
503-19-1162,00:00.0,45:00.0,00:00.0,Tubing,0,169.4299927,0,1.54,Vertical,85.076441,168.184635,352.200192,240.78055,311.245243,230.086681,541.331924,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10355.6,1.75
548-70-5358,00:00.0,00:00.0,10:00.0,Sucker Rod Pump,0,144,17.85,6.17,LowTangent,,126.307692,206.384615,80.076923,36.5,23.358974,59.858974,,SLICK_SINKER_BARS,FALSE,331.65,331.65,331.65,0,10296,1.75
885-44-9209,00:00.0,30:00.0,51:00.0,Sucker Rod Pump,0,168.1999969,20.73,29.07,OffLease,30.092989,82.455707,164.39267,81.32875,87.655357,50.685714,138.341071,1.04,UNKNOWN,FALSE,406.57,406.57,406.57,0,10928.3,1.5
738-52-9229,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.94,2.28,Vertical,,33.714822,25.381119,0.722326,17.98986,3.384042,21.37627,,SLICK_SINKER_BARS,FALSE,,,,0,8404.5,1.25
273-75-6051,00:00.0,00:00.0,03:00.0,Tubing,0,169.3999939,20.68,5.89,LowTangent,52.241154,81.875862,105.328738,24.531683,112.879808,79.0625,191.942308,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,215.6,215.6,215.6,0,10077.4,1.75
889-63-9827,00:00.0,00:00.0,09:00.0,Tubing,0,168,17.13,0,Vertical,57.089924,104.5523,103.890868,3.04791,103.601286,100.553055,204.154341,1.04,SLICK_SINKER_BARS,FALSE,325.77,325.77,325.77,0,9522,2
323-10-4047,00:00.0,30:00.0,,,0,168.2599945,17.17,12.05,HighTangent,115.103721,131.027209,206.092558,71.729111,277.297872,57.021277,334.319149,,UNKNOWN,TRUE,282.22,282.22,113.59,0,9767.2,2
798-43-7667,00:00.0,37:11.3,,,0,169.3999939,14.76,6.89,LowTangent,77.149876,84.340213,97.717046,12.747039,72.68311,58.610671,131.293781,1.04,SLICK_SINKER_BARS,TRUE,438.34,438.34,119.94,130.49,10038.5,1.75
788-58-4208,00:00.0,37:11.3,,,0,144,17.14,2.41,Vertical,74.982143,103.043333,24.95,-82.812,3.125,80.46125,83.58625,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10328.9,1.5
838-54-1307,30:00.0,00:00.0,,,0,169.4299927,17.13,2.24,Vertical,49.930751,113.367747,163.659684,50.044331,38.15284,38.014047,76.166887,1.19,SLICK_SINKER_BARS,TRUE,233.05,233.05,132.54,4.08,9547.3,1.75
859-66-6410,00:00.0,37:11.3,,,0,144,17.1,3.5,Vertical,58.694273,124.30952,103.379851,-21.390395,51.197638,24.267358,75.464995,1.04,SLICK_SINKER_BARS,TRUE,,,,322.47,9759.3,1.5
274-31-0083,30:00.0,37:11.3,,,0,144,17.12,1.61,Vertical,26.697789,1484.651988,1622.900546,111.794655,9.36996,0.772649,10.142609,,UNKNOWN,FALSE,,,,0,9803.5,Other
054-89-1360,00:00.0,37:11.3,,,0.3333,144,0,5.52,LowTangent,48.291476,59.818222,63.040429,3.779638,28.861703,9.161277,38.02298,1.04,SLICK_SINKER_BARS,FALSE,142.24,73.1,142.24,126.4,9639,1.5
746-79-9738,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.05,4.33,LowTangent,51.582684,88.261695,36.175795,-177.254575,68.9779,18.46703,87.44493,1.04,SLICK_SINKER_BARS,FALSE,143.89,143.89,143.89,0,9464.3,1.75
290-23-9957,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.25,2.58,Vertical,,69.51746,73.361905,3.844444,60.451852,13.687037,74.138889,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,118.42,118.42,118.42,0,10151.5,1.5
645-52-8014,00:00.0,37:11.3,,,0,144.0399933,17.14,3.34,Vertical,76.953142,98.834239,86.524353,-12.244247,62.969484,50.312464,113.281948,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9937.3,1.75
195-69-0643,00:00.0,15:00.0,00:00.0,Tubing,0,144,19.23,1.6,Vertical,57.288102,313.853238,393.458685,91.297399,124.146724,50.578348,174.725071,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,167.44,167.44,167.44,0,10075.3,1.75
261-99-5737,00:00.0,00:00.0,01:00.0,Rods,0,144,20.05,6.31,LowTangent,62.877064,71.315707,227.189659,155.873951,278.090244,26.214634,304.304878,1.04,SLICK_SINKER_BARS,TRUE,275.96,275.96,275.96,0,9648.6,1.5
661-15-9030,00:00.0,00:00.0,00:00.0,Rods,0,144,0,1,Vertical,,64.651749,86.845769,22.194019,64.311986,6.417067,70.734016,,SLICK_SINKER_BARS,TRUE,,,,0,10402.4,1.75
695-39-8279,00:00.0,00:00.0,37:00.0,Tubing,0,144,17.15,2.06,Vertical,78.653162,114.096145,146.050092,32.273807,157.940367,64.672018,222.612385,1.04,SLICK_SINKER_BARS,TRUE,457.47,457.47,164.49,0,10361.9,1.75
413-40-3057,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,169.4299927,19.88,2.1,Vertical,64.047751,78.680602,127.330316,47.79021,47.866012,22.06952,69.935532,1.04,SLICK_SINKER_BARS,FALSE,152.61,130.39,152.61,310.77,9998.1,1.75
202-59-7849,00:00.0,00:00.0,59:00.0,Sucker Rod Pump,0,168,19.3,1.8,Vertical,,355.873385,252.248062,-103.625323,179.850129,58.077519,237.927649,1.2,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,10363.7,1.5
267-84-9589,00:00.0,30:00.0,00:00.0,Tubing,0,144,19.28,6.02,LowTangent,34.127309,44.462574,90.506867,61.593742,71.009554,13.095541,84.105096,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,232.31,166.58,214.73,0,10012.1,1.75
545-98-9607,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.89,1.5,Vertical,,0,5.625,0,1.984375,5.104167,7.088542,,SLICK_SINKER_BARS,FALSE,136.81,136.81,136.81,0,8440.4,1.5
248-86-4549,58:00.0,00:00.0,00:00.0,Rods,0,144,19.31,1.77,Vertical,,60.82297,60.9025,0.07953,35.028144,18.050173,53.078317,,SLICK_SINKER_BARS,FALSE,41.97,26.36,41.97,0,9936.2,1.5
654-60-1522,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.25,2.11,Vertical,46.314252,44.111582,88.201075,46.116827,85.997868,18.921109,104.918977,,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,10104.2,1.75
699-34-5524,00:00.0,30:00.0,00:00.0,Sucker Rod Pump,0,168,17.05,1.8,Vertical,36.4533,116.075556,234.305126,117.55985,3.995,1.26,5.255,,SLICK_SINKER_BARS,FALSE,119.02,119.02,119.02,128.91,10279.4,1.25
860-30-2347,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.74,1.97,Vertical,,88.825441,76.786189,-12.039251,99.11826,93.655154,192.773414,,SLICK_SINKER_BARS,FALSE,143.55,143.55,143.55,0,9916.6,1.75
328-57-7639,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.76,1.9,Vertical,,71.872274,80.995327,9.123053,83.495047,8.564081,92.082422,,SLICK_SINKER_BARS,FALSE,32.07,26.33,32.07,0,9751.1,1.5
731-59-3416,00:00.0,37:11.3,,,0,168.1999969,20.5,28.7,OffLease,107.445,119.467647,95.766471,-11.448889,211.416667,129.327778,340.744444,1.04,UNKNOWN,TRUE,,,,0,10401.8,1.5
715-33-4083,30:00.0,37:11.3,,,0,144.0399933,17.15,2.99,Vertical,72.642895,75.543553,82.902667,5.675263,62.374079,99.224079,161.598158,1.19,SLICK_SINKER_BARS,TRUE,277.26,277.26,83.42,0,10123.6,1.5
062-39-3163,00:00.0,30:00.0,00:00.0,Tubing,0,168.0200043,17.12,10.25,HighTangent,67.717518,119.14555,127.33365,8.827699,104.725788,141.959764,246.685553,1.04,SLICK_SINKER_BARS,TRUE,,,,192.63,9981.7,1.75
612-47-4469,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.74,2.4,Vertical,,0,0,0,22.075866,3.826353,25.902219,,SLICK_SINKER_BARS,FALSE,70.81,70.81,70.81,0,9119.2,1.25
458-29-4834,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.74,1.93,Vertical,,119.634141,237.787138,118.152997,62.613549,31.67037,94.12529,,SLICK_SINKER_BARS,TRUE,195.77,195.77,73.37,0,10511.3,1.5
284-95-8383,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,2.95,3.85,Vertical,53.462347,77.863873,13.996831,-63.867042,41.908341,11.198944,53.107284,,SLICK_SINKER_BARS,FALSE,142.36,142.36,142.36,412.18,9599.7,1.5
016-56-3331,00:00.0,37:11.3,,,0,144,20.05,4.9,LowTangent,65.351218,76.892616,67.173919,-10.188863,33.06687,15.791954,48.858824,1.04,SLICK_SINKER_BARS,TRUE,192.77,192.77,146.05,248.89,9897.4,1.75
